Provincia,Trimestre,Año,Entre 6 Mbps y 10 Mbps,Entre 10 Mbps y 20 Mbps,Entre 20 Mbps y 30 Mbps,Más de 30 Mbps,Total,Porcent_Altas_vel
San Juan,4,2021,10955,23978,398000,9800,521516,84.89346443829145
Chaco,2,2019,26431,16789,15348,9904,178835,38.28780719657785
Capital Federal,3,2015,159618,175594,2028,10022,1341575,25.884650504071704
Catamarca,1,2020,7543,9558,408000,10299,509389,85.47495136329995
La Pampa,3,2021,7395,8737,4022,10506,710875,4.312994548971338
Entre Ríos,2,2019,52316,23196,24221,10664,252195,43.77446023910069
Santiago Del Estero,2,2022,59931,14606,883000,10672,1969191,49.16785624147175
Capital Federal,1,2016,178665,192644,6577,10838,1303768,29.81542728460892
Capital Federal,4,2015,172029,198635,3087,10899,1350448,28.483140409701075
Neuquén,4,2018,1781,21452,17135,11025,114365,44.937699470992
Neuquén,1,2019,1781,21452,17135,11026,114242,44.98695751124806
Formosa,2,2021,7310,7460,1341,11077,432170,6.291042876645764
Mendoza,4,2020,11172,40396,3378,11557,283385,23.467367715298977
San Juan,1,2022,11914,25144,2088,11916,114152,44.731585955568015
Buenos Aires,2,2016,335296,334723,31494,11933,3108515,22.95134493480006
La Pampa,4,2021,9082,12259,4821,12184,900213,4.259658547477097
Tucumán,3,2018,43282,27062,941000,12187,1127083,90.81238914968995
Santiago Del Estero,3,2022,58982,16087,910000,12342,1997152,49.941666933713606
Salta,3,2019,62230,14309,11418,12357,1099989,9.119545740911954
Corrientes,3,2019,29628,10348,10388,12674,717049,8.791309938372413
Formosa,3,2021,7142,6978,1192,12707,433414,6.464719644496947
Santa Fe,3,2017,104453,125339,24536,12982,624462,42.806447790257856
Buenos Aires,3,2016,393530,399116,52900,13318,3121140,27.517637786193504
Capital Federal,2,2016,146091,213010,19597,13477,1257302,31.19179003930639
Formosa,4,2021,6983,6811,1135,13775,137579,20.863649248795237
Capital Federal,3,2016,208249,240856,38341,13886,2586360,19.383689818896055
Chubut,1,2022,31856,33080,13871,14055,284515,32.63870094722598
Neuquén,2,2019,4688,17318,21210,14132,846162,6.777425599353315
La Pampa,1,2022,9869,12044,5250,14400,410431,10.126671718266895
Tucumán,4,2018,42766,26111,847000,14839,1126049,82.65324155520763
Tucumán,1,2019,42877,26210,847000,14839,1034354,90.00071542237957
Formosa,1,2022,6945,6613,716000,15028,1901699,39.15372516891475
Jujuy,3,2020,10566,45198,293000,15238,636198,57.21520658662869
Chubut,2,2022,31217,34290,14526,15394,271696,35.1227106766386
Río Negro,3,2019,2348,9779,10176,15505,191196,19.774472269294336
Corrientes,4,2019,20620,27367,9981,15744,185762,39.680881988781344
Formosa,2,2022,19706,6330,591000,16326,1751196,36.167396453623695
Catamarca,2,2020,8690,10242,426000,16578,536487,86.02445166425281
Mendoza,1,2021,11216,52533,4061,16615,330811,25.520614489844657
Misiones,3,2019,29375,11256,16107,16650,178052,41.21717251140116
San Juan,2,2022,11276,24649,3728,16701,124383,45.30683453526607
Chaco,3,2019,28198,13336,12987,16740,181158,39.336380397222314
Córdoba,3,2017,100113,189302,38131,16741,1006602,34.202892503690634
Capital Federal,4,2016,225723,264582,53506,16756,1783368,31.4330525163623
La Pampa,2,2022,9842,11800,5247,17125,179459,24.52593628628266
Buenos Aires,4,2016,403575,467398,72348,17279,3138541,30.606578024629915
Chubut,3,2022,30940,34682,15309,17563,274669,35.859161390619256
Formosa,3,2022,19545,6194,564000,17704,1623981,37.404563230727454
Tucumán,2,2019,44296,24291,628000,18394,966872,73.94784418206339
Catamarca,3,2020,8768,11195,562000,18886,674279,89.10984918705759
San Juan,3,2022,11247,22157,6780,19221,127375,46.6378802747792
Jujuy,4,2020,14379,44930,446000,19282,782174,67.06832495071428
Corrientes,1,2020,21382,26679,7351,19467,712138,10.514675526372699
Santa Fe,4,2017,108939,151329,30736,19602,671964,46.22360721705329
Río Negro,4,2019,2797,8558,6968,19837,241026,15.83231684548555
Capital Federal,1,2017,218487,277195,66536,19881,1772430,32.84186117364297
Tucumán,3,2019,47693,24354,843000,20385,1132475,82.6006755116007
Catamarca,4,2020,8740,11436,591000,20406,713734,88.48982954434005
Mendoza,2,2021,10886,56117,4403,20686,346554,26.57363643184035
Misiones,4,2019,20840,27305,15626,20799,206742,40.90605682444786
Mendoza,3,2021,12640,62628,7596,21087,372822,27.882206522147296
Chaco,4,2019,18959,30902,13516,21556,200820,42.29309829698237
Buenos Aires,1,2017,402315,523539,90937,22299,3186723,32.60685036007209
Corrientes,2,2020,22845,25844,7898,22418,717267,11.01472673355947
Entre Ríos,3,2019,56161,17064,21216,22645,255295,45.86302121075618
La Pampa,3,2022,9653,11592,5609,22731,184024,26.94485501891058
Santa Fe,1,2018,108576,188900,39589,22801,680053,52.91734614802082
Catamarca,1,2021,8455,10115,712000,22996,834185,90.33559701984572
Córdoba,4,2017,102892,217602,40898,24251,991320,38.90196909171609
Corrientes,3,2020,23315,25308,8615,25344,721792,11.441246231601347
Catamarca,2,2021,9091,6828,4941,25388,126673,36.50975345969544
Río Negro,1,2020,2930,7857,3199,25488,706347,5.588471388708383
Jujuy,1,2021,17293,40649,568000,25609,901664,72.26095308230117
Salta,4,2019,67656,15369,14170,25821,322295,38.16875843559472
Misiones,1,2020,21271,26433,11581,26313,728105,11.756271416897288
Santa Fe,2,2018,112143,175540,50525,26512,1427847,25.543353034323708
Catamarca,3,2021,8428,10517,1659,26618,127183,37.12917606912873
Corrientes,4,2020,26321,25687,9383,26789,719065,12.263147281539222
Río Negro,2,2020,3335,7498,3246,26953,708906,5.788073454026345
Corrientes,1,2021,26223,26169,9001,27641,720031,12.365300938431817
Neuquén,3,2019,4586,9597,16923,28458,291731,20.417439353376913
Río Negro,3,2020,3769,7096,3455,28488,710887,6.021772799333791
Chaco,1,2020,19976,29851,10416,28539,1354990,6.552225477678802
Misiones,2,2020,23719,26445,12305,28763,734745,12.416824884823987
Córdoba,1,2018,104300,266259,57137,29228,994710,45.935398256778356
Río Negro,4,2020,4153,13131,3512,29372,731619,6.8571209878365655
Río Negro,1,2021,4187,13045,3642,29589,731577,6.897838505037747
Catamarca,4,2021,7855,9804,3262,29827,130019,39.03121851421715
Jujuy,3,2021,16417,37755,561000,29917,894374,72.12743214807227
Jujuy,2,2021,16577,37908,607000,29950,941018,73.47734049720621
Entre Ríos,4,2019,44511,42962,18976,30153,285983,47.7657762874017
Misiones,3,2020,24215,25942,13663,30987,737591,12.853600437098608
Santa Fe,3,2018,115907,162545,62479,31266,1159105,32.11072335983366
Río Negro,2,2021,3663,15019,3867,31488,825402,6.5467493415329745
Misiones,4,2020,26078,26445,14810,32264,721586,13.802512798197306
Corrientes,2,2021,27037,24524,10059,32697,840789,11.217677681320758
Misiones,1,2021,25503,27101,14050,32953,723812,13.761446342420408
Chaco,2,2020,21140,29044,12082,33311,1362896,7.012787476080347
Jujuy,4,2021,16793,38134,564000,33421,910118,71.6772989876038
Río Negro,3,2021,3730,14880,2282,34011,825903,6.647632954475284
Salta,1,2020,63714,17991,8625,34744,813052,15.38327191864727
Córdoba,2,2018,102596,244291,78852,34950,791207,58.22610265076017
Neuquén,4,2019,4439,7357,12059,35001,335226,17.557110725301737
Jujuy,1,2022,16321,37923,576000,35287,749875,88.75225870978495
Corrientes,3,2021,28478,24792,9687,35468,845107,11.646454235972486
Catamarca,1,2022,7009,8773,3761,35715,588851,9.384037727710405
Río Negro,4,2021,19878,31255,4130,36142,309597,29.523864895331677
Santa Fe,4,2018,121009,152039,74432,36427,1055055,36.38739212647682
Santa Fe,1,2019,122959,153212,74575,36502,1064987,36.36175840644064
Jujuy,2,2022,15790,37786,549000,37391,721707,88.67407410486527
Río Negro,1,2022,18859,26926,14144,37729,273258,35.738386433334064
Capital Federal,2,2017,304970,378571,80234,37977,2119638,37.8249493545596
Misiones,2,2021,25907,25811,16172,38308,212120,50.06505751461437
Chaco,3,2020,21639,27546,13751,38729,553534,18.366532137140627
Salta,2,2020,64462,16989,7741,39594,820118,15.703350005730881
Entre Ríos,1,2020,47132,41125,11988,39794,360162,38.882225220872826
Córdoba,3,2018,96372,221984,109333,39854,804271,58.132520008803
Corrientes,4,2021,26368,22922,10087,39911,847200,11.719546742209632
Chaco,4,2020,22479,26802,15701,40949,551678,19.20159948375683
Río Negro,2,2022,17938,27168,13714,41972,270653,37.24030400549781
La Rioja,2,2021,5971,23298,4825,42158,119564,63.77504934595698
Misiones,3,2021,25099,26079,14792,42291,214472,50.47791786340407
Chaco,1,2021,22102,27556,14496,42462,552357,19.302009388855396
Río Negro,3,2022,17860,27934,13629,42596,271447,37.583395653663516
La Rioja,3,2021,5979,23315,4868,42613,101141,75.90887968281903
Entre Ríos,2,2020,50640,42090,12856,43391,363983,40.92965880274628
La Rioja,4,2021,5437,23559,5671,43424,102109,76.47807734871559
Corrientes,1,2022,25665,27077,10452,43631,209511,50.98777629814186
Neuquén,1,2020,5257,7123,5399,43738,666669,9.227517703688036
Salta,3,2020,64736,15990,7928,43773,823203,16.086797545684355
Catamarca,2,2022,6155,7165,3393,43926,550524,11.014778647252436
Jujuy,3,2022,15254,36083,519000,45895,695246,88.6351018200752
La Rioja,1,2022,4692,23624,5645,45970,879507,9.088159616694352
Buenos Aires,2,2017,299009,573298,93059,46178,2976720,33.98183235238786
Neuquén,2,2020,6103,6625,5296,46432,670627,9.611304048301067
Salta,4,2020,68829,15188,8291,46697,809767,17.16604899928004
Chaco,2,2021,21574,24032,16068,47239,553315,19.683724460750206
Córdoba,4,2018,97277,201639,128053,48809,818258,58.145230477428875
La Rioja,2,2022,3890,23814,5481,48920,831284,9.876889246033846
Entre Ríos,3,2020,51478,40797,14377,49395,371365,42.01984570436094
Neuquén,3,2020,6561,5975,5449,49439,1475887,4.568371426809776
Chaco,3,2021,20986,23852,14412,49705,552458,19.721861209358902
Santa Fe,2,2019,125176,129741,100131,49865,1056787,38.31547889972152
Catamarca,3,2022,5389,5099,3737,50298,524838,12.293888780919064
La Rioja,3,2022,3375,24219,5331,50390,793157,10.504225519033431
Córdoba,1,2019,96997,200681,127965,50716,827337,57.577383823037046
Neuquén,4,2020,8478,5791,5493,50776,575692,12.25273236383344
Neuquén,1,2021,8443,5903,5677,50840,575792,12.307048378581156
Entre Ríos,4,2020,53556,40755,16600,53141,352276,46.56916735741294
Neuquén,2,2021,8631,5871,5943,54008,576811,12.907694201393523
Misiones,4,2021,23554,26721,15954,54596,227076,53.20905776039741
Entre Ríos,1,2021,56060,42432,15774,54600,356858,47.32022260955338
Salta,1,2021,68149,9164,8138,54889,316444,44.349079141965085
Corrientes,2,2022,24842,8000,21719,55071,211929,51.730532395283326
Tucumán,4,2019,52017,28916,6405,56707,253589,56.80254269704128
Corrientes,3,2022,23948,7776,21706,56950,211779,52.12037076386233
Neuquén,3,2021,8566,6234,3631,57919,578370,13.20089216245656
Chaco,4,2021,22678,21937,13692,58435,716172,16.30083276084516
Misiones,1,2022,22261,26855,15854,58610,222457,55.55230898555676
Salta,2,2021,67012,7099,9654,58882,312518,45.6444108819332
Entre Ríos,2,2021,55349,39468,18484,61605,364525,47.98189424593649
Chaco,1,2022,21235,20898,13012,62946,604658,19.530213773736556
Salta,3,2021,70104,6962,3878,67010,316712,46.715628078506654
Tucumán,1,2020,50383,31096,1730,67536,349300,43.15631262525051
Entre Ríos,3,2021,59776,39114,16283,67961,367267,49.86399540388872
Neuquén,4,2021,13264,10515,3310,69217,1226386,7.8528293701982905
Neuquén,1,2022,15623,11163,2654,71238,286542,35.13551242051776
Salta,4,2021,69324,6642,3535,72622,333271,45.64543569647524
Tucumán,2,2020,54537,34184,2246,74377,366007,45.17509227965586
Mendoza,4,2021,30308,75214,18621,75031,789065,25.24177349141072
Misiones,2,2022,21712,12774,19757,75107,229762,56.29738599072083
Córdoba,2,2019,100512,157458,170159,76053,850711,59.265955183370146
Chaco,2,2022,20109,8391,15974,76271,604103,19.987485577790544
Salta,1,2022,68246,6313,2214,76838,311401,49.32900022800183
Neuquén,2,2022,15066,9205,2039,76982,1293835,7.983398192196069
Entre Ríos,4,2021,49636,38295,24068,77290,371939,50.89248505803371
Neuquén,3,2022,14080,9200,6700,78713,1287036,8.445218315571593
Chaco,3,2022,18938,8048,15828,79390,1590697,7.682418461844084
Misiones,3,2022,20758,12676,19615,80330,233106,57.21817542234005
Salta,2,2022,72661,6012,1156,81478,317063,50.87537807943532
Entre Ríos,1,2022,49620,42294,21578,81757,374819,52.09154285134958
Tucumán,3,2020,54610,33126,3246,84195,372727,46.998741706396366
Salta,3,2022,71199,5662,1000,85661,318426,51.35321864420619
Capital Federal,3,2017,311411,426300,120675,91917,1857916,51.14886787131388
Tucumán,4,2020,54334,32155,4105,93594,356963,51.59862506758404
Mendoza,1,2022,26407,74178,21566,95048,389071,55.8250293648203
Santa Fe,3,2019,193286,107068,84325,97082,1391935,34.61088341050409
Entre Ríos,2,2022,48557,18512,32354,98769,376244,52.67645464113714
Entre Ríos,3,2022,46855,18263,32021,102195,375852,53.03523727424625
Tucumán,1,2021,53416,25255,4188,103437,357786,52.06911393961754
Buenos Aires,3,2017,311652,676137,140812,108400,3028468,40.84576756300545
Tucumán,2,2021,51648,23732,5022,109616,361922,52.50247290852725
Capital Federal,4,2017,284040,458120,178396,114939,1897924,54.559350110963344
Tucumán,3,2021,50293,21986,5300,115154,525179,36.69853516610527
Mendoza,2,2022,22557,64138,19543,121366,382459,59.51069264940817
Tucumán,4,2021,48736,21023,5326,125857,614263,32.71269798115791
Capital Federal,1,2018,222737,487826,227953,127384,1457505,73.13182459065321
Tucumán,1,2022,46961,21014,5211,133846,557272,37.150978337328986
Santa Fe,4,2019,190664,113527,70998,135576,1466471,34.82953293996267
Capital Federal,2,2018,219166,445345,264805,142253,1444094,74.20354907644516
Tucumán,2,2022,43513,23634,4863,145541,574207,37.88720792327506
Mendoza,3,2022,21977,48201,17243,150043,392420,60.51271596758575
Buenos Aires,4,2017,264645,712513,335140,151747,3188332,45.91883781237336
Córdoba,3,2019,106651,118486,146247,157546,865258,61.12974396076084
Tucumán,3,2022,39018,25214,4348,159600,581798,39.21979793674093
Capital Federal,3,2018,147253,370677,415020,165055,1467417,74.82569712631107
Santa Fe,1,2020,196826,104560,48448,173823,1457860,35.91956703661531
Buenos Aires,1,2018,292732,886678,480237,184203,3471700,53.11086787452833
Capital Federal,4,2018,143309,330496,437662,186810,1462946,75.07296920050364
Santa Fe,2,2020,198772,96575,57236,189473,1345364,40.29065739829518
Buenos Aires,2,2018,295457,816056,536049,199589,3502313,52.74088866414852
Santa Fe,3,2020,199381,92095,58797,210562,1370430,40.92401654955014
Córdoba,4,2019,118232,109330,114111,221742,948546,59.39775192768722
Santa Fe,4,2020,203793,94246,65144,226246,2228403,26.450736244745677
Santa Fe,1,2021,204458,91846,65476,236924,2233718,26.80302526997589
Buenos Aires,3,2018,190805,636090,897964,237248,4599763,42.6566977472535
Santa Fe,2,2021,204077,80452,75195,262124,2202237,28.237106178853594
Buenos Aires,4,2018,194426,577679,949093,265386,3636606,54.627419082518145
Capital Federal,1,2019,131007,330122,365713,283463,1475509,75.2489479901512
Santa Fe,3,2021,201250,83941,55080,290793,1886538,33.45090318880404
Córdoba,1,2020,120188,95827,65733,296875,952782,60.72984166367542
Santa Fe,4,2021,206856,85690,62349,322015,1913393,35.37746819393611
Córdoba,2,2020,125932,89530,63216,325243,1004300,60.133525838892766
Santa Fe,1,2022,208361,84787,58018,344170,1338011,51.96788367210733
Córdoba,3,2020,124833,84236,63823,361021,1035304,61.229648489718954
Santa Fe,2,2022,204381,74133,58114,373888,1346391,52.77189167188432
Córdoba,4,2020,135262,82221,70013,384169,1021582,65.74753666372352
Santa Fe,3,2022,198588,70897,57455,396352,1355342,53.36601389169671
Córdoba,1,2021,135092,74659,71984,402191,1003788,68.13450648941809
Córdoba,2,2021,136516,66950,70824,442357,1029781,69.59217542370659
Capital Federal,2,2019,124087,239691,296155,475991,1492321,76.1179397730113
Córdoba,3,2021,141285,65050,47198,476459,1045689,69.80966616269274
Córdoba,4,2021,130892,76246,41198,538700,1086670,72.42640359998896
Córdoba,1,2022,126009,73967,34892,577027,1103703,73.56100327714974
Córdoba,2,2022,120485,71923,28645,619400,1125336,74.68462752457933
Córdoba,3,2022,111615,70989,27112,650344,1137569,75.60508417511377
Capital Federal,3,2019,120924,138011,258591,655108,1914338,61.2553269067427
Buenos Aires,1,2019,202511,576428,576859,705769,3732709,55.22978083745612
Capital Federal,4,2019,110218,110852,205810,753805,1679783,70.2879479075571
Capital Federal,1,2020,102254,89665,85899,906009,1929478,61.354780930386354
Capital Federal,2,2020,94585,79858,80160,935481,2619558,45.43071770123051
Capital Federal,3,2020,85083,68753,78028,977766,2194852,55.112144235693336
Buenos Aires,2,2019,217785,438663,502275,985767,3870807,55.401625552501066
Capital Federal,4,2020,78123,60208,80269,1000073,2025883,60.15515209910938
Capital Federal,1,2021,76753,56457,83255,1003041,1884168,64.72384628122333
Capital Federal,2,2021,73568,43859,86655,1037752,2362392,52.56680517035276
Capital Federal,3,2021,67013,39785,73502,1075229,2310507,54.33997819526191
Capital Federal,4,2021,81899,66135,66755,1147939,1974556,69.01440121222188
Capital Federal,1,2022,77390,61053,43289,1188072,1944014,70.46266127713072
Capital Federal,2,2022,72434,55372,31571,1229254,2053254,67.63074612298333
Buenos Aires,3,2019,222812,260505,483572,1246209,3971682,55.72193342770141
Capital Federal,3,2022,67829,51946,28692,1253105,2064162,67.90029077175144
Buenos Aires,4,2019,262297,247106,452570,1465133,3686254,65.84207165322844
Buenos Aires,1,2020,236421,247977,205780,1802583,3718747,67.03228264789189
Buenos Aires,2,2020,241336,233132,188995,1894466,3777546,67.71403974961522
Buenos Aires,3,2020,234710,219772,194248,2085815,3937277,69.45269535265109
Buenos Aires,4,2020,242243,214171,213588,2176242,4033261,70.569298639488
Buenos Aires,1,2021,240520,163747,222061,2246313,4060002,70.7546695789805
Buenos Aires,2,2021,244001,140322,236897,2337604,4132351,71.60146851029837
Buenos Aires,3,2021,248153,141383,192797,2482266,4251609,72.080922775354
Buenos Aires,4,2021,331292,297296,196021,3259793,4509157,90.58016831083948
Buenos Aires,1,2022,321756,290127,161183,3381049,4555424,91.19052364829268
Buenos Aires,2,2022,307554,273954,129869,3535757,4667183,90.99994579171205
Buenos Aires,3,2022,297915,267044,124190,3618689,4721668,91.23551253497705
